,Unnamed: 0,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
8845,8845,Male,No,32,Yes,Engineer,6.0,Low,1.0,Cat_6,D
8847,8847,Male,No,43,Yes,Artist,12.0,Low,5.0,Cat_6,C
8848,8848,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,A
8851,8851,Male,Yes,73,Yes,Executive,11.0,High,2.0,Cat_6,C
8864,8864,Female,Yes,41,Yes,Artist,7.0,High,2.0,Cat_6,C
8869,8869,Male,Yes,32,Yes,Artist,14.0,Average,2.0,Cat_6,B
8874,8874,Female,No,40,Yes,Homemaker,9.0,Low,1.0,Cat_6,D
8876,8876,Female,Yes,37,Yes,Artist,2.0,Average,2.0,Cat_6,B
8880,8880,Male,No,32,Yes,Healthcare,4.0,Low,,Cat_2,D
8896,8896,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,B
8907,8907,Female,Yes,39,Yes,Doctor,8.0,Average,2.0,,C
8908,8908,Male,No,31,Yes,Healthcare,8.0,Low,1.0,Cat_6,B
8909,8909,Female,Yes,36,Yes,Artist,4.0,Low,1.0,Cat_3,C
8915,8915,Male,Yes,32,Yes,Doctor,9.0,Average,3.0,Cat_6,A
8934,8934,Female,Yes,89,No,Lawyer,3.0,High,1.0,Cat_6,D
8936,8936,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_6,A
8941,8941,Male,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,B
8943,8943,Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_6,B
8945,8945,Female,No,46,Yes,Artist,6.0,Low,1.0,Cat_6,B
8961,8961,Female,Yes,32,Yes,Homemaker,12.0,High,2.0,Cat_6,D
8970,8970,Female,Yes,33,Yes,Doctor,8.0,High,2.0,Cat_6,D
8977,8977,Male,Yes,48,Yes,Homemaker,10.0,Low,3.0,Cat_6,C
8978,8978,Male,Yes,60,Yes,Artist,3.0,Average,2.0,Cat_6,C
8992,8992,Female,No,39,Yes,Doctor,4.0,Low,1.0,Cat_6,A
8994,8994,Male,Yes,43,Yes,Artist,9.0,Low,2.0,Cat_6,C
9001,9001,Female,Yes,69,Yes,Artist,7.0,Low,1.0,Cat_6,A
9008,9008,Male,Yes,43,No,Artist,6.0,Low,2.0,Cat_3,B
9010,9010,Male,Yes,41,No,Executive,6.0,High,3.0,Cat_4,A
9014,9014,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,C
9015,9015,Male,No,36,Yes,Artist,9.0,Low,1.0,Cat_6,D
9017,9017,Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6,C
9023,9023,Female,Yes,37,Yes,Artist,4.0,Low,4.0,Cat_5,B
9024,9024,Male,Yes,42,Yes,Executive,5.0,High,3.0,Cat_6,C
9027,9027,Female,No,35,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
9034,9034,Male,Yes,42,No,Executive,3.0,High,5.0,Cat_6,B
9035,9035,Female,Yes,79,Yes,Lawyer,14.0,High,3.0,Cat_6,C
9037,9037,Male,Yes,36,Yes,Entertainment,2.0,Average,2.0,Cat_3,A
9040,9040,Male,Yes,39,Yes,Entertainment,9.0,High,3.0,Cat_6,D
9043,9043,Male,Yes,89,Yes,Lawyer,7.0,High,2.0,Cat_6,C
9044,9044,Female,No,36,Yes,Engineer,4.0,Low,1.0,Cat_6,A
9053,9053,Female,Yes,59,No,Entertainment,8.0,Average,2.0,Cat_6,B
9073,9073,Female,Yes,62,Yes,Doctor,4.0,Average,3.0,Cat_6,B
9077,9077,Male,,60,No,Executive,6.0,Average,2.0,Cat_4,A
9080,9080,Male,Yes,55,Yes,Artist,8.0,Low,1.0,Cat_6,B
9085,9085,Male,Yes,42,Yes,Artist,14.0,Low,2.0,Cat_6,A
9087,9087,Male,Yes,55,Yes,Artist,9.0,Low,1.0,Cat_6,B
9089,9089,Male,Yes,58,Yes,Artist,9.0,Low,1.0,Cat_6,B
9093,9093,Female,Yes,40,Yes,Healthcare,8.0,Average,2.0,Cat_6,A
9099,9099,Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_6,C
9104,9104,Female,No,32,Yes,Homemaker,10.0,Low,1.0,Cat_6,D
9105,9105,Female,Yes,39,Yes,Homemaker,9.0,Low,1.0,Cat_6,D
9107,9107,Male,,57,Yes,Artist,3.0,High,3.0,Cat_6,D
9109,9109,Female,No,43,Yes,Artist,10.0,Low,1.0,Cat_6,D
9110,9110,Female,Yes,47,Yes,,2.0,Low,1.0,,D
9111,9111,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,B
9123,9123,Male,No,71,Yes,Executive,9.0,Low,3.0,Cat_6,B
9128,9128,Male,No,32,No,Healthcare,12.0,Low,4.0,Cat_6,D
9130,9130,Male,Yes,55,Yes,Artist,4.0,Low,2.0,Cat_6,B
9132,9132,Female,No,32,No,Doctor,7.0,Low,4.0,Cat_3,D
9137,9137,Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,B
9139,9139,Male,No,32,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
9145,9145,Female,Yes,51,Yes,Homemaker,12.0,Average,4.0,Cat_3,B
9152,9152,Male,Yes,41,Yes,Artist,8.0,Low,,Cat_6,D
9155,9155,Male,Yes,37,No,Engineer,12.0,Average,5.0,Cat_4,B
9157,9157,Male,Yes,55,No,Executive,3.0,Low,,Cat_4,D
9164,9164,Male,Yes,40,Yes,Artist,9.0,Low,2.0,Cat_6,C
9170,9170,Female,No,51,Yes,Marketing,9.0,Low,1.0,Cat_6,D
9175,9175,Male,Yes,38,Yes,Entertainment,2.0,Average,3.0,Cat_3,B
9179,9179,Female,Yes,36,No,Marketing,8.0,Low,2.0,Cat_6,A
9181,9181,Female,No,41,,,2.0,Low,1.0,Cat_3,A
9183,9183,Female,No,33,Yes,Homemaker,7.0,Low,3.0,Cat_2,C
9195,9195,Male,No,42,Yes,Artist,11.0,Low,2.0,Cat_6,C
9197,9197,Male,Yes,38,Yes,Doctor,11.0,Average,3.0,Cat_6,A
9204,9204,Male,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,B
9205,9205,Male,,35,Yes,Artist,5.0,Low,1.0,Cat_6,B
9207,9207,Female,,37,Yes,Doctor,8.0,Average,1.0,Cat_6,A
9208,9208,Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,D
9215,9215,Male,No,45,Yes,Artist,9.0,Low,1.0,Cat_6,D
9222,9222,Female,Yes,36,Yes,Homemaker,9.0,Low,2.0,Cat_4,C
9230,9230,Female,No,33,Yes,Artist,9.0,Low,1.0,Cat_6,A
9232,9232,Male,No,40,Yes,Artist,6.0,Low,2.0,Cat_6,D
9234,9234,Female,Yes,56,Yes,Artist,5.0,Average,4.0,Cat_6,C
9235,9235,Female,No,85,Yes,Homemaker,4.0,Low,1.0,Cat_6,D
9236,9236,Female,,59,Yes,Artist,9.0,Average,2.0,Cat_6,C
9237,9237,Male,Yes,51,Yes,Artist,6.0,Average,2.0,Cat_6,B
9238,9238,Female,No,32,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
9247,9247,Female,Yes,37,Yes,Artist,8.0,High,2.0,Cat_6,C
9248,9248,Male,Yes,39,No,Executive,2.0,High,5.0,Cat_6,B
9249,9249,Female,No,37,Yes,Doctor,5.0,Low,1.0,Cat_2,B
9251,9251,Male,Yes,37,No,Executive,9.0,High,6.0,Cat_6,D
9254,9254,Male,Yes,45,Yes,Artist,6.0,Average,4.0,Cat_6,B
9256,9256,Male,Yes,55,Yes,Artist,8.0,Average,2.0,Cat_2,C
9266,9266,Male,No,35,Yes,Artist,3.0,Low,1.0,Cat_6,B
9268,9268,Male,Yes,53,Yes,Executive,4.0,High,3.0,Cat_6,C
9270,9270,Female,No,41,Yes,Artist,2.0,Low,,Cat_3,A
9273,9273,Male,No,33,No,,5.0,Low,3.0,Cat_5,D
9281,9281,Female,No,36,Yes,Engineer,3.0,Low,4.0,Cat_2,D
9303,9303,Male,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,A
9307,9307,Female,Yes,50,No,Artist,9.0,High,2.0,Cat_4,A
9310,9310,Female,No,48,Yes,Lawyer,4.0,Low,1.0,Cat_6,A
9311,9311,Male,No,37,Yes,Artist,12.0,Low,1.0,Cat_6,B
9315,9315,Male,Yes,46,No,Artist,3.0,Average,2.0,,D
9316,9316,Male,No,33,No,Doctor,2.0,Low,4.0,Cat_6,A
9328,9328,Female,Yes,48,Yes,Artist,8.0,High,4.0,Cat_6,C
9332,9332,Male,Yes,53,Yes,Entertainment,3.0,Low,2.0,Cat_6,A
9336,9336,Male,Yes,39,Yes,Artist,7.0,Average,2.0,Cat_6,C
9338,9338,Female,Yes,53,Yes,Marketing,6.0,Low,1.0,Cat_6,D
9339,9339,Male,Yes,67,Yes,Entertainment,2.0,Average,3.0,Cat_6,C
9340,9340,Female,Yes,35,Yes,Healthcare,9.0,High,3.0,Cat_6,B
9345,9345,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,B
9346,9346,Male,Yes,35,Yes,Executive,8.0,High,4.0,Cat_6,C
9349,9349,Male,Yes,69,No,Artist,2.0,Low,2.0,Cat_6,A
9353,9353,Female,Yes,70,No,Lawyer,3.0,High,2.0,Cat_6,A
9354,9354,Female,Yes,70,Yes,Artist,8.0,Average,2.0,Cat_6,C
9360,9360,Female,Yes,37,Yes,Marketing,9.0,Low,1.0,Cat_6,A
9363,9363,Female,No,38,Yes,Artist,4.0,Low,1.0,Cat_6,A
9367,9367,Female,Yes,35,No,Engineer,2.0,High,4.0,Cat_4,D
9374,9374,Female,Yes,58,Yes,Artist,6.0,Low,1.0,Cat_6,C
9375,9375,Male,Yes,59,Yes,Artist,8.0,Low,1.0,Cat_6,A
9378,9378,Female,Yes,32,No,Engineer,5.0,Low,3.0,Cat_1,A
9382,9382,Male,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,B
9385,9385,Male,Yes,37,Yes,Entertainment,11.0,Low,6.0,Cat_6,D
9388,9388,Female,Yes,45,Yes,Artist,9.0,Low,2.0,Cat_6,C
9394,9394,Female,Yes,42,Yes,Artist,3.0,High,3.0,Cat_2,C
9395,9395,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_2,A
9397,9397,Male,Yes,36,Yes,Artist,9.0,Average,2.0,Cat_6,C
9401,9401,Female,Yes,41,Yes,Engineer,8.0,Average,4.0,Cat_4,B
9402,9402,Female,Yes,36,Yes,Artist,5.0,Average,2.0,Cat_6,C
9405,9405,Male,Yes,61,Yes,Entertainment,4.0,Average,2.0,Cat_5,B
9406,9406,Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,B
9407,9407,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6,B
9409,9409,Female,Yes,46,Yes,Entertainment,2.0,Average,2.0,Cat_6,B
9413,9413,Male,Yes,57,Yes,Artist,3.0,Average,2.0,Cat_6,B
9414,9414,Male,Yes,41,Yes,Entertainment,9.0,Average,,Cat_2,B
9417,9417,Male,Yes,40,No,Executive,4.0,Low,,Cat_6,A
9418,9418,Male,Yes,59,Yes,Artist,4.0,High,4.0,Cat_6,B
9419,9419,Female,Yes,39,No,Engineer,9.0,Average,6.0,Cat_4,D
9420,9420,Female,No,33,No,Healthcare,8.0,Low,4.0,Cat_6,D
9423,9423,Male,No,41,No,Artist,5.0,Low,2.0,Cat_6,C
9439,9439,Female,No,31,Yes,Engineer,9.0,Low,3.0,Cat_6,D
9442,9442,Female,No,33,No,Engineer,9.0,Low,4.0,Cat_3,B
9444,9444,Male,Yes,46,No,Executive,6.0,High,6.0,Cat_6,C
9451,9451,Male,Yes,42,Yes,Entertainment,9.0,Low,5.0,Cat_6,D
9456,9456,Male,Yes,59,No,Entertainment,8.0,Average,3.0,Cat_6,C
9463,9463,Male,No,31,Yes,Healthcare,14.0,Low,4.0,Cat_6,B
9476,9476,Male,Yes,43,Yes,Artist,3.0,Average,3.0,Cat_6,C
9479,9479,Male,Yes,40,Yes,Artist,6.0,Low,1.0,Cat_6,A
9486,9486,Female,Yes,51,Yes,Entertainment,5.0,Average,2.0,Cat_6,B
9488,9488,Female,No,31,Yes,Artist,5.0,Low,1.0,Cat_6,A
9490,9490,Male,Yes,36,Yes,Artist,7.0,Average,5.0,Cat_2,B
9493,9493,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
9496,9496,Male,Yes,60,Yes,Executive,5.0,High,3.0,Cat_6,C
9509,9509,Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,C
9510,9510,Male,No,35,Yes,Entertainment,8.0,Low,5.0,Cat_6,C
9523,9523,Male,Yes,49,No,Executive,9.0,High,5.0,Cat_3,B
9524,9524,Male,No,47,No,Artist,3.0,Low,3.0,Cat_5,B
9527,9527,Female,No,49,Yes,Artist,4.0,Low,1.0,Cat_6,A
9532,9532,Male,Yes,38,Yes,Artist,5.0,Low,7.0,Cat_6,A
9536,9536,Female,No,42,Yes,Artist,8.0,Low,3.0,Cat_2,C
9538,9538,Female,Yes,42,Yes,Artist,5.0,Low,1.0,Cat_6,A
9543,9543,Male,No,41,Yes,Artist,4.0,Low,3.0,Cat_6,D
9545,9545,Female,Yes,38,Yes,Artist,5.0,High,3.0,Cat_4,B
9550,9550,Female,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,D
9552,9552,Female,Yes,42,No,Entertainment,6.0,Average,5.0,Cat_6,A
9553,9553,Female,No,41,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
9559,9559,Female,Yes,50,Yes,Engineer,4.0,High,3.0,Cat_6,B
9560,9560,Male,Yes,41,Yes,Artist,11.0,High,2.0,Cat_6,A
9563,9563,Female,Yes,36,Yes,Homemaker,8.0,Average,2.0,Cat_7,B
9566,9566,Female,Yes,77,Yes,Lawyer,6.0,High,2.0,Cat_6,B
9570,9570,Male,Yes,65,Yes,Doctor,5.0,Low,,Cat_4,A
9581,9581,Male,Yes,49,Yes,Artist,4.0,Average,4.0,Cat_6,C
9584,9584,Male,Yes,43,Yes,Executive,2.0,High,3.0,Cat_6,D
9588,9588,Male,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_3,B
9593,9593,Female,No,35,Yes,Healthcare,3.0,Low,6.0,Cat_2,D
9595,9595,Male,Yes,31,No,Homemaker,9.0,Low,1.0,Cat_4,A
9600,9600,Male,Yes,39,No,Executive,5.0,High,3.0,Cat_4,D
9601,9601,Male,Yes,35,No,Entertainment,9.0,Low,3.0,Cat_1,A
9609,9609,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,C
9615,9615,Female,Yes,37,Yes,Doctor,2.0,High,2.0,Cat_4,A
9621,9621,Female,Yes,40,No,Homemaker,9.0,Average,5.0,Cat_4,A
9633,9633,Female,Yes,40,No,Homemaker,2.0,Average,2.0,Cat_6,A
9638,9638,Male,Yes,43,No,Marketing,3.0,High,4.0,Cat_4,A
9643,9643,Male,Yes,36,Yes,Executive,9.0,High,3.0,Cat_6,C
9644,9644,Female,Yes,52,Yes,Artist,8.0,Low,2.0,Cat_6,A
9649,9649,Female,Yes,47,No,Engineer,10.0,Low,2.0,Cat_3,D
9663,9663,Male,Yes,82,Yes,Lawyer,5.0,High,2.0,Cat_6,A
9670,9670,Male,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_6,A
9673,9673,Male,Yes,36,Yes,Artist,4.0,Low,1.0,Cat_6,A
9696,9696,Male,Yes,40,No,Executive,5.0,Low,4.0,Cat_6,D
9697,9697,Male,No,32,No,Homemaker,8.0,Low,,Cat_4,A
9700,9700,Male,Yes,51,Yes,Executive,4.0,High,3.0,Cat_6,B
9703,9703,Male,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,D
9706,9706,Female,No,38,No,Artist,4.0,Low,2.0,Cat_6,A
9707,9707,Female,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_6,C
9713,9713,Male,Yes,48,Yes,Entertainment,6.0,Low,2.0,Cat_7,B
9717,9717,Male,Yes,39,Yes,Artist,3.0,Average,4.0,Cat_4,A
9718,9718,Female,No,32,Yes,Doctor,8.0,Low,1.0,Cat_6,D
9720,9720,Female,Yes,45,Yes,Artist,9.0,Low,1.0,Cat_7,C
9729,9729,Male,No,36,No,Artist,2.0,Low,4.0,Cat_6,A
9731,9731,Female,Yes,48,Yes,Artist,6.0,Low,1.0,Cat_6,C
9735,9735,Male,Yes,45,Yes,Engineer,2.0,Average,2.0,Cat_6,C
9745,9745,Female,No,32,Yes,Healthcare,6.0,Low,3.0,Cat_6,D
9751,9751,Female,Yes,36,Yes,Doctor,8.0,Low,2.0,Cat_4,D
9752,9752,Female,Yes,59,Yes,Homemaker,6.0,Low,1.0,Cat_6,B
9758,9758,Female,Yes,50,Yes,Artist,9.0,Low,2.0,Cat_6,C
9762,9762,Female,No,45,Yes,Artist,4.0,Low,1.0,Cat_3,A
9764,9764,Female,Yes,49,Yes,Artist,6.0,Average,6.0,Cat_6,C
9765,9765,Female,Yes,63,Yes,Artist,5.0,Low,1.0,Cat_3,C
9768,9768,Male,Yes,38,Yes,Artist,6.0,Average,4.0,Cat_6,A
9770,9770,Male,Yes,43,Yes,Executive,6.0,High,3.0,Cat_4,A
9772,9772,Male,No,32,Yes,Entertainment,9.0,Low,2.0,Cat_6,D
9774,9774,Female,Yes,35,Yes,Engineer,5.0,Low,2.0,Cat_6,B
9789,9789,Female,,51,No,Homemaker,8.0,Low,,Cat_3,A
9795,9795,Female,,56,Yes,Engineer,8.0,Average,3.0,Cat_6,A
9798,9798,Female,No,35,No,Homemaker,9.0,Low,1.0,Cat_6,D
9801,9801,Female,Yes,45,Yes,Artist,5.0,Average,3.0,Cat_6,C
9802,9802,Female,No,37,Yes,Artist,7.0,Low,2.0,Cat_3,B
9810,9810,Female,Yes,37,Yes,Marketing,7.0,Average,3.0,Cat_6,D
9813,9813,Female,Yes,40,Yes,Artist,6.0,Average,2.0,Cat_6,C
9814,9814,Female,Yes,48,Yes,Artist,3.0,Average,2.0,Cat_6,C
9817,9817,Female,Yes,32,Yes,Marketing,8.0,Low,2.0,Cat_6,D
9825,9825,Female,Yes,35,Yes,Healthcare,12.0,Average,2.0,Cat_2,D
9832,9832,Female,Yes,42,Yes,Healthcare,9.0,Average,2.0,Cat_6,D
9835,9835,Female,No,48,Yes,Artist,6.0,Low,1.0,Cat_6,D
9837,9837,Female,Yes,43,No,Engineer,9.0,Average,4.0,Cat_4,A
9841,9841,Male,No,32,No,Healthcare,7.0,Low,5.0,Cat_3,D
9844,9844,Male,Yes,40,Yes,Artist,4.0,Average,4.0,Cat_6,C
9855,9855,Male,No,39,,Entertainment,6.0,Low,1.0,Cat_6,B
9858,9858,Male,Yes,58,Yes,Artist,8.0,Low,1.0,Cat_3,B
9859,9859,Female,Yes,31,No,Artist,7.0,Average,2.0,Cat_6,B
9860,9860,Male,No,33,Yes,Artist,8.0,Low,1.0,Cat_6,A
9865,9865,Female,Yes,43,Yes,Doctor,9.0,Low,2.0,Cat_4,A
9868,9868,Male,Yes,61,Yes,Doctor,3.0,Low,2.0,Cat_6,A
9869,9869,Male,Yes,87,Yes,Lawyer,9.0,Low,4.0,Cat_6,C
9871,9871,Male,No,53,Yes,Artist,2.0,Low,1.0,Cat_6,A
9872,9872,Male,Yes,32,No,Executive,4.0,Average,5.0,Cat_4,D
9879,9879,Male,Yes,39,Yes,Executive,8.0,High,6.0,Cat_7,A
9881,9881,Female,Yes,56,Yes,Artist,3.0,Average,3.0,Cat_6,C
9888,9888,Male,Yes,59,No,Executive,11.0,High,2.0,Cat_6,B
9891,9891,Female,Yes,51,No,Artist,6.0,Low,1.0,Cat_6,B
9896,9896,Female,No,43,Yes,Healthcare,8.0,Low,1.0,,D
9908,9908,Male,Yes,42,No,Entertainment,8.0,Low,2.0,Cat_4,A
9915,9915,Male,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
9936,9936,Female,No,39,No,Engineer,4.0,Low,3.0,Cat_3,D
9937,9937,Male,Yes,45,No,Artist,3.0,High,4.0,Cat_6,C
9946,9946,Male,Yes,41,Yes,Executive,7.0,High,2.0,Cat_6,C
9958,9958,Male,No,38,Yes,Entertainment,8.0,Low,1.0,Cat_6,D
9962,9962,Female,No,31,Yes,Homemaker,9.0,Low,1.0,Cat_6,D
9976,9976,Male,No,40,Yes,Artist,9.0,Low,3.0,Cat_6,A
9986,9986,Male,Yes,32,Yes,Entertainment,9.0,High,2.0,Cat_4,A
9997,9997,Male,Yes,36,Yes,Healthcare,3.0,Low,3.0,Cat_6,D
9998,9998,Female,Yes,63,Yes,Artist,4.0,Average,4.0,Cat_6,C
9999,9999,Female,Yes,48,Yes,Engineer,7.0,Low,3.0,Cat_3,D
10001,10001,Female,Yes,35,Yes,Engineer,5.0,High,3.0,Cat_6,A
10002,10002,Male,Yes,43,No,Executive,4.0,Average,5.0,Cat_4,A
10005,10005,Female,Yes,39,Yes,Artist,2.0,Low,1.0,Cat_6,A
10012,10012,Male,No,31,No,Healthcare,2.0,Low,2.0,Cat_5,A
10021,10021,Male,Yes,47,Yes,Artist,7.0,Average,2.0,Cat_6,A
10026,10026,Female,Yes,78,No,Entertainment,3.0,Average,2.0,Cat_6,A
10029,10029,Female,Yes,48,Yes,Marketing,8.0,Low,,Cat_6,C
10047,10047,Male,Yes,53,Yes,Engineer,4.0,Low,3.0,Cat_3,B
10049,10049,Female,No,39,Yes,Doctor,9.0,Low,1.0,Cat_3,B
10052,10052,Female,Yes,87,No,Artist,7.0,High,2.0,Cat_7,B
10054,10054,Male,Yes,35,Yes,Artist,7.0,Low,3.0,Cat_6,D
10056,10056,Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_6,C
10063,10063,Female,No,38,Yes,Doctor,8.0,Low,1.0,Cat_4,B
10073,10073,Female,Yes,76,Yes,Lawyer,5.0,High,3.0,Cat_6,A
10080,10080,Female,Yes,40,Yes,Homemaker,10.0,Average,2.0,Cat_4,B
10082,10082,Male,Yes,48,Yes,Engineer,6.0,Average,5.0,Cat_6,A
10085,10085,Male,Yes,42,Yes,Artist,3.0,Average,2.0,Cat_6,A
10087,10087,Male,Yes,42,No,Engineer,9.0,Low,3.0,Cat_6,D
10091,10091,Male,No,37,Yes,Artist,8.0,Low,1.0,Cat_3,A
10093,10093,Male,Yes,39,Yes,Artist,14.0,Average,2.0,Cat_6,B
10095,10095,Male,Yes,36,No,Executive,8.0,Average,4.0,Cat_1,B
10097,10097,Female,Yes,41,No,Entertainment,4.0,Average,4.0,Cat_4,A
10101,10101,Male,Yes,53,Yes,Artist,3.0,High,3.0,Cat_7,D
10103,10103,Male,No,38,Yes,Healthcare,6.0,Low,2.0,Cat_3,D
10108,10108,Female,Yes,36,Yes,Entertainment,8.0,Low,1.0,Cat_6,A
10120,10120,Female,No,45,Yes,Homemaker,11.0,Low,1.0,Cat_6,B
10121,10121,Female,Yes,46,No,Artist,8.0,Average,2.0,Cat_6,B
10141,10141,Female,No,32,No,Doctor,6.0,Low,2.0,Cat_3,A
10149,10149,Female,Yes,75,Yes,Lawyer,3.0,High,2.0,Cat_6,A
10161,10161,Male,Yes,38,Yes,Executive,6.0,High,3.0,Cat_6,B
10169,10169,Female,Yes,59,No,Artist,3.0,Average,4.0,Cat_4,A
10172,10172,Female,Yes,48,Yes,Artist,3.0,Low,1.0,Cat_6,A
10174,10174,Male,No,33,Yes,Artist,8.0,Low,,Cat_5,A
10176,10176,Male,Yes,40,No,Engineer,3.0,Low,1.0,Cat_3,A
10191,10191,Male,No,41,No,Engineer,9.0,Low,7.0,Cat_4,C
10194,10194,Female,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,B
10205,10205,Male,Yes,51,Yes,Artist,5.0,Average,3.0,Cat_6,B
10206,10206,Male,Yes,40,Yes,Entertainment,9.0,Average,5.0,Cat_6,B
10209,10209,Male,Yes,36,Yes,Artist,7.0,Average,2.0,Cat_6,C
10211,10211,Male,Yes,38,Yes,Doctor,4.0,Average,4.0,Cat_3,B
10214,10214,Female,Yes,74,Yes,Lawyer,12.0,High,2.0,Cat_6,C
10215,10215,Male,No,69,Yes,Marketing,8.0,Low,,Cat_6,A
10216,10216,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6,B
10221,10221,Male,Yes,52,No,Artist,2.0,Average,4.0,Cat_6,D
10222,10222,Female,Yes,52,No,Engineer,9.0,Average,4.0,Cat_4,B
10223,10223,Female,Yes,48,Yes,Doctor,8.0,Average,3.0,Cat_2,B
10228,10228,Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6,B
10231,10231,Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6,D
10232,10232,Male,No,31,Yes,Artist,4.0,Low,4.0,Cat_6,A
10233,10233,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,A
10240,10240,Female,Yes,49,No,,11.0,Low,2.0,Cat_3,A
10243,10243,Female,,33,No,Engineer,7.0,High,5.0,Cat_4,D
10248,10248,Male,Yes,41,No,Entertainment,12.0,Average,3.0,Cat_4,A
10250,10250,Female,No,37,No,Marketing,12.0,Low,,Cat_3,D
10263,10263,Male,Yes,45,Yes,Executive,7.0,High,5.0,Cat_6,C
10264,10264,Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,D
10265,10265,Male,Yes,50,Yes,Artist,8.0,Low,2.0,Cat_6,D
10267,10267,Female,Yes,71,No,Engineer,2.0,Low,1.0,Cat_6,B
10269,10269,Female,No,43,Yes,Engineer,9.0,Low,1.0,Cat_6,A
10271,10271,Male,Yes,41,Yes,Entertainment,3.0,Average,2.0,Cat_3,A
10274,10274,Male,Yes,51,Yes,Artist,8.0,Low,5.0,Cat_6,A
10281,10281,Female,Yes,68,Yes,Lawyer,3.0,High,4.0,Cat_6,C
10282,10282,Male,Yes,39,Yes,Entertainment,9.0,Average,2.0,Cat_6,B
10294,10294,Female,No,39,Yes,Doctor,8.0,Low,2.0,Cat_6,B
10300,10300,Male,Yes,33,No,Homemaker,9.0,Average,2.0,Cat_6,A
10306,10306,Female,No,39,Yes,Artist,7.0,Low,1.0,Cat_6,B
10324,10324,Female,Yes,77,Yes,Lawyer,4.0,Low,1.0,Cat_6,A
10325,10325,Male,No,39,Yes,Artist,8.0,Low,3.0,Cat_6,C
10331,10331,Female,No,40,Yes,Artist,2.0,Low,1.0,Cat_6,B
10333,10333,Female,No,46,Yes,Artist,5.0,Low,1.0,Cat_2,B
10338,10338,Female,No,42,Yes,Artist,7.0,Low,2.0,Cat_6,C
10346,10346,Female,Yes,39,No,Doctor,4.0,Average,2.0,Cat_7,B
10347,10347,Male,Yes,56,Yes,Artist,4.0,Low,1.0,Cat_6,B
10348,10348,Male,Yes,36,Yes,Entertainment,5.0,Low,2.0,Cat_6,A
10355,10355,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,Cat_2,B
10358,10358,Female,Yes,35,,,8.0,Average,4.0,Cat_4,A
10367,10367,Male,Yes,43,Yes,Artist,6.0,Average,3.0,Cat_6,B
10372,10372,Male,Yes,41,Yes,Artist,3.0,Average,3.0,Cat_6,C
10374,10374,Male,Yes,40,Yes,Artist,3.0,Average,4.0,Cat_3,C
10378,10378,Female,No,35,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
10391,10391,Male,Yes,37,,,2.0,High,5.0,Cat_6,C
10392,10392,Male,No,37,Yes,Healthcare,8.0,Low,3.0,Cat_2,C
10396,10396,Female,Yes,62,,Lawyer,8.0,Low,5.0,Cat_6,A
10397,10397,Male,Yes,48,No,Executive,2.0,High,2.0,Cat_2,D
10401,10401,Female,No,48,No,Engineer,12.0,Low,1.0,Cat_4,D
